Title,genres,Director,Actors
Black,Drama,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapoor"
Eklavya: The Royal Guard,Action|Drama|Thriller,Vidhu Vinod Chopra,"Amitabh Bachchan, Saif Ali Khan, Sanjay Dutt, Vidya Balan"
Shakthi: The Power,Action|Drama,Krishna Vamshi,"Karisma Kapoor, Nana Patekar, Sanjay Kapoor, Jai Gidwani"
Hum Tumhare Hain Sanam,Comedy|Drama|Romance,K.S. Adiyaman,"Shah Rukh Khan, Madhuri Dixit, Salman Khan, Atul Agnihotri"
Firaaq,Drama,Nandita Das,"Inaamulhaq, Nassar, Shahana Goswami, Nawazuddin Siddiqui"
Accident on Hill Road,Crime|Drama|Thriller,Mahesh Nair,"Farooq Shaikh, Celina Jaitly, Abhimanyu Singh, Rukhsar"
"Road, Movie",Comedy|Drama|Fantasy,Dev Benegal,"Abhay Deol, Satish Kaushik, Tannishtha Chatterjee, Mohammed Faizal"
Chori Chori Chupke Chupke,Drama|Romance,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Preity Zinta, Salman Khan, Rani Mukerji, Amrish Puri"
Main Prem Ki Diwani Hoon,Comedy|Drama|Romance,Sooraj R. Barjatya,"Hrithik Roshan, Kareena Kapoor, Abhishek Bachchan, Johnny Lever"
Om Jai Jagadish,Drama,Anupam Kher,"Waheeda Rehman, Anil Kapoor, Fardeen Khan, Abhishek Bachchan"
Masti,Comedy,Indra Kumar,"Aftab Shivdasani, Vivek Oberoi, Riteish Deshmukh, Amrita Rao"
Ladies vs. Ricky Bahl,Comedy|Drama,Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Parineeti Chopra, Dipannita Sharma"
Housefull 2,Comedy|Romance,Sajid Khan,"Akshay Kumar, John Abraham, Asin, Jacqueline Fernandez"
Yamla Pagla Deewana 2,Action|Comedy|Drama,Sangeeth Sivan,"Dharmendra, Sunny Deol, Bobby Deol, Neha Sharma"
Joker,Comedy,Shirish Kunder,"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba"
Race,Action|Comedy,Stephen Hopkins,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton"
Kites,Action|Drama|Romance,"Anurag Basu, Sunil Subramani","Hrithik Roshan, Bárbara Mori, Kangana Ranaut, Steven Michael Quezada"
Action Jackson,Action|Drama|Romance,Craig R. Baxley,"Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone"
Zoom,Animation|Comedy|Drama,Peter Hewitt,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin"
Dirty 30,Comedy|Romance,Andrew Bush,"Mamrie Hart, Adam Lustick, Joselyn Hughes, Grace Helbig"
Almost Adults,Comedy|Drama|Romance,Sarah Rotella,"Natasha Negovanlis, Elise Bauman, Justin Gerhard, Winny Clarke"
Absolon,Action|Sci-Fi|Thriller,David De Bartolome,"Christopher Lambert, Lou Diamond Phillips, Kelly Brook, Ron Perlman"
White Noise 2: The Light,Drama|Horror|Thriller,Patrick Lussier,"Nathan Fillion, Katee Sackhoff, Craig Fairbrass, Adrian Holmes"
His Name Was Jason: 30 Years of Friday the 13th,Documentary|Horror,Daniel Farrands,"Diane Almeida, Erich Anderson, Judie Aronson, Diana Barrows"
Dark Circles,Horror,Paul Soter,"Brett Beoubay, Jamie Bernstein, Ashley Braud, Philippe Brenninkmeyer"
Scary or Die,Horror,"Bob Badway, Michael Emanuel, Igor Meglic","Bill Oberst Jr., Hali Lula Hudson, Shawn-Caulin Young, Charles Rahi Chun"
Lesson of the Evil,Thriller,Takashi Miike,"Mayu Matsuoka, Fumi Nikaidô, Takayuki Yamada, Shôta Sometani"
Dorothy Mills,Drama|Horror|Mystery|Thriller,Agnès Merlet,"Carice van Houten, Jenn Murray, David Wilmot, Ger Ryan"
White: The Melody of the Curse,Horror,"Gok Kim, Sun Kim","Hahm Eun-Jung, Woo-seul-hye Hwang, Maydoni, Choi Ah-ra"
The Ouija Experiment,Horror,"Israel Luna, Josey Wells(co-director)","Justin Armstrong, Belmarie Huynh, Swisyzinna, Carson Underwood"
The Last Time I Committed Suicide,Drama,Stephen Kay,"Thomas Jane, Keanu Reeves, Adrien Brody, John Doe"
Passionada,Comedy|Romance,Dan Ireland,"Jason Isaacs, Sofia Milos, Emmy Rossum, Theresa Russell"
Assisted Living,Comedy|Drama,Elliot Greenebaum,"Michael Bonsignore, Maggie Riley, Nancy Jo Boone, Malerie Boone"
Deep Crimson,Crime|Drama,Arturo Ripstein,"Regina Orozco, Daniel Giménez Cacho, Sherlyn, Giovanni Florido"
Nathalie...,Drama,Anne Fontaine,"Fanny Ardant, Emmanuelle Béart, Gérard Depardieu, Wladimir Yordanoff"
Into the Forest,Drama|Sci-Fi,Patricia Rozema,"Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie"
Love the Coopers,Comedy,Jessie Nelson,"Steve Martin, Diane Keaton, John Goodman, Ed Helms"
Hello Ladies: The Movie,Comedy,Stephen Merchant,"Stephen Merchant, Christine Woods, Nate Torrence, Kevin Weisman"
$5 a Day,Comedy|Drama,Nigel Cole,"Christopher Walken, Alessandro Nivola, Sharon Stone, Dean Cain"
Virgin Mountain,Comedy|Drama,Dagur Kári,"Gunnar Jónsson, Ilmur Kristjánsdóttir, Sigurjón Kjartansson, Margrét Helga Jóhannsdóttir"
Wanda Sykes: Sick and Tired,Comedy|Documentary,Michael Drumm,Wanda Sykes
Aziz Ansari: Buried Alive,Comedy,"Will Lovelace, Dylan Southern",Aziz Ansari
Wanda Sykes: I'ma Be Me,Comedy,Beth McCarthy-Miller,Wanda Sykes
Iliza Shlesinger: War Paint,Comedy,Jay Chapman,Iliza Shlesinger
Gabriel Iglesias: Hot and Fluffy,Comedy,Manny Rodriguez,Gabriel Iglesias
Jeff Dunham: Arguing with Myself,Comedy,Manny Rodriguez,Jeff Dunham
Jeff Dunham: Spark of Insanity,Comedy,Michael Simon,"Jeff Dunham, Paige Dunham"
Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Comedy,Manny Rodriguez,Gabriel Iglesias
Kathy Griffin: Pants Off,Comedy,Paul Miller,"Kathy Griffin, Maggie Griffin"
Kathy Griffin: She'll Cut a Bitch,Comedy,Paul Miller,Kathy Griffin
Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,Comedy,Manny Rodriguez,Gabriel Iglesias
Margaret Cho: PsyCHO,Comedy,John Asher,Margaret Cho
Anjelah Johnson: Not Fancy,Comedy,Jay Karas,Anjelah Johnson-Reyes
Forever Strong,Drama,Ryan Little,"Gary Cole, Sean Astin, Neal McDonough, Sean Faris"
Smokin' Aces 2: Assassins' Ball,Action,P.J. Pesce,"Tom Berenger, Clayne Crawford, Tommy Flanagan, Maury Sterling"
24 Days,Drama|Thriller,Alexandre Arcady,"Zabou Breitman, Pascal Elbé, Jacques Gamblin, Sylvie Testud"
Redemption: The Stan Tookie Williams Story,Crime|Documentary|Drama,Vondie Curtis-Hall,"Jamie Foxx, Lynn Whitfield, Lee Thompson Young, Brenden Jefferson"
Kindergarten Cop 2,Action|Comedy,Don Michael Paul,"Dolph Lundgren, Darla Taylor, Bill Bellamy, Aleks Paunovic"
Fifty Shades of Black,Comedy|Romance,Michael Tiddes,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps"
Regression,Thriller,Alejandro Amenábar,"Ethan Hawke, Emma Watson, David Thewlis, Lothaire Bluteau"
Diên Biên Phú,Drama|War,Pierre Schoendoerffer,"Donald Pleasence, Patrick Catalifo, Jean-François Balmer, Ludmila Mikaël"
I Love You Too,Comedy,Daina Reid,"Brendan Cowell, Peter Dinklage, Yvonne Strahovski, Peter Helliar"
Answers to Nothing,Drama|Mystery,Matthew Leutwyler,"Sam Page, Caitlin Gerard, Chuck McCollum, Julie Benz"
4:44 Last Day on Earth,Drama|Fantasy|Sci-Fi,Abel Ferrara,"Shanyn Leigh, Willem Dafoe, Tony Redman, Pat Kiernan"
Buried Alive II,Horror|Thriller,Tim Matheson,"Ally Sheedy, Stephen Caffrey, Tracey Needham, Tim Matheson"
Diverted,Drama,Alex Chapple,"Shawn Ashmore, David Suchet, Joanne Whalley, Colin Buchanan"
Riding Alone for Thousands of Miles,Drama,Yimou Zhang,"Ken Takakura, Shinobu Terajima, Kiichi Nakai, Ken Nakamoto"
Tales of the Night,Animation|Fantasy,Michel Ocelot,"Julien Béramis, Marine Griset, Michel Elias, Olivier Claverie"
Closed Circuit,Crime|Drama|Mystery,John Crowley,"Kate Lock, Katherine Press, Patrick Warner, Ricky Nixon"
Black Heaven,Drama,Gilles Marchand,"Grégoire Leprince-Ringuet, Louise Bourgoin, Melvil Poupaud, Pauline Etienne"
The Guardians,Action|Thriller,Xavier Beauvois,"Nathalie Baye, Laura Smet, Iris Bry, Cyril Descours"
City Hunter,Action|Comedy|Romance,Jing Wong,"Jackie Chan, Joey Wang, Kumiko Goto, Chingmy Yau"
The Punisher: Dirty Laundry,Action|Crime|Drama,Phil Joanou,"Thomas Jane, Ron Perlman, Sammi Rotibi, Karlin Walker"
Unit 7,Action|Drama|Thriller,Alberto Rodríguez,"Inma Alcántara, Andrés Blanco, Javier Berger, Manuel Bernal"
Labyrinth,Adventure|Fantasy,Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud, Shelley Thompson"
Edges of the Lord,Drama|War,Yurek Bogayevicz,"Haley Joel Osment, Willem Dafoe, Richard Banel, Liam Hess"
Svampe,Adventure|Children,Martin Asphaug,"Martin Bliksrud, Karl Sundby, Øyvin Bang Berven, Edith Carlmar"
Home,Drama,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez"
Lucky Luke,Comedy|Western,James Huth,"Jean Dujardin, Michaël Youn, Sylvie Testud, Daniel Prévost"
And Soon the Darkness,Horror|Thriller,Marcos Efron,"Amber Heard, Odette Annable, Karl Urban, Adriana Barraza"
Meek's Cutoff,Western,Kelly Reichardt,"Michelle Williams, Bruce Greenwood, Will Patton, Zoe Kazan"
Passion,Crime|Drama|Mystery|Thriller,Brian De Palma,"Rachel McAdams, Noomi Rapace, Karoline Herfurth, Paul Anderson"
Hostile Intentions,Action|Drama|Thriller,Catherine Cyran,"Tia Carrere, Rigg Kennedy, Lisa Dean Ryan, Tricia Leigh Fisher"
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary,"Paul Crowder(co-director), John Dower(co-director)","Ahmet Ertegun, Nesuhi Ertegün, Matt Dillon, Clive Toye"
Space Odyssey: Voyage to the Planets,Documentary|Drama|Sci-Fi,Joe Ahearne,"David Suchet, Martin McDougall, Joanne McQuinn, Rad Lazar"
Lion's Den,Drama,Pablo Trapero,"Martina Gusman, Elli Medeiros, Rodrigo Santoro, Laura García"
Journey to the Sun,Drama,Yesim Ustaoglu,"Nazmi Kirik, Newroz Baz, Mizgin Kapazan, Ara Güler"
Reagan,Documentary,Eugene Jarecki,"Bud Abbott, Walter Abel, Spiro Agnew, Martin Anderson"
Cameraman: The Life and Work of Jack Cardiff,Documentary,Craig McCall,"Jack Cardiff, Martin Scorsese, Kirk Douglas, Lauren Bacall"
Beauty and the Beast: The Enchanted Christmas,Animation|Children|Fantasy|Musical,Andrew Knight,"Paige O'Hara, Robby Benson, Jerry Orbach, David Ogden Stiers"
Hamoun,Drama,Dariush Mehrjui,"Ezzatolah Entezami, Bita Farahi, Sedigheh Kianfar, Turan Mehrzad"
Mistaken for Strangers,Comedy|Documentary,Tom Berninger,"Matt Berninger, Aaron Dessner, Bryce Dessner, Bryan Devendorf"
For No Good Reason,Documentary,Charlie Paul,"Ralph Steadman, Johnny Depp, Hunter S. Thompson, Terry Gilliam"
Cleopatra,Drama|Romance,Joseph L. Mankiewicz,"Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown"
Atari: Game Over,Documentary,Zak Penn,"Zak Penn, Joe Lewandowski, Robert Rentschler, Paul Sanchez"
Chelsea Walls,Drama,Ethan Hawke,"Bianca Hunter, Kevin Corrigan, Rosario Dawson, Matthew Del Negro"
Hangin' with the Homeboys,Comedy|Drama,Joseph B. Vasquez,"Doug E. Doug, Mario Joyner, John Leguizamo, Nestor Serrano"
Their Finest,Comedy|Drama|Romance|War,Lone Scherfig,"Sam Claflin, Gemma Arterton, Nicholas Murchie, Richard E. Grant"
Takva: A Man's Fear of God,Drama,Özer Kiziltan,"Erkan Can, Meray Ülgen, Güven Kiraç, Öznur Kula"
Paradise Lost 3: Purgatory,Documentary,"Joe Berlinger, Bruce Sinofsky","Gary Gitchell, Todd Moore, Dana Moore, Pam Hobbs"
HyperNormalisation,Documentary,Adam Curtis,"Adam Curtis, Donald Trump, Vladimir Putin, Victor Gotbaum"
Blockbuster,Comedy|Crime,Tirso Calero,"Xúlio Abonjo, María José Alfonso, Fernando Esteso, Albert Forner"
Girls Trip,Comedy,Malcolm D. Lee,"Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish"
Landline,Comedy,Gillian Robespierre,"Jenny Slate, Jay Duplass, Abby Quinn, John Turturro"
First Kill,Action|Thriller,Steven C. Miller,"Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard"
Force Majeure,Comedy|Drama,Ruben Östlund,"Johannes Kuhnke, Lisa Loven Kongsli, Clara Wettergren, Vincent Wettergren"
Rock Haven,Drama|Romance,David Lewis,"Sean Hoagland, Owen Alabado, Laura Jane Coles, Katheryn Hecht"
Mr. Jones,Drama|Horror|Thriller,Mike Figgis,"Richard Gere, Lena Olin, Anne Bancroft, Tom Irwin"
Hardboiled Egg,Comedy|Drama,Paolo Virzì,"Edoardo Gabbriellini, Malcolm Lunghi, Regina Orioli, Alessio Fantozzi"
Chain Reaction,Horror,Andrew Davis,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward"
Afghan Star,Documentary,Havana Marking,"Habib Amiri, Setara Hussainzada, Rafi Naabzada, Lima Sahar"
2:37,Drama,Murali K. Thalluri,"Teresa Palmer, Frank Sweet, Sam Harris, Charles Baird"
Sublime,Horror|Thriller,Tony Krantz,"Tom Cavanagh, Kathleen York, Lawrence-Hilton Jacobs, Kat Coiro"
Rest Stop,Horror|Thriller,John Shiban,"Jaimie Alexander, Joseph George Mendicino, Deanna Russo, Diane Salinger"
Make the Yuletide Gay,Comedy|Romance,Rob Williams,"Keith Jordan, Wyatt Fenner, Steve Callahan, Adamo Ruggiero"
Best Worst Movie,Documentary,Michael Paul Stephenson,"George Hardy, Lily Hardy, Pita Ray, Micki Knox"
Malice in Wonderland,Drama|Fantasy|Romance,Simon Fellows,"Maggie Grace, Danny Dyer, Matt King, Nathaniel Parker"
Viy,Adventure|Fantasy|Mystery|Thriller,"Konstantin Ershov, Georgiy Kropachyov","Leonid Kuravlyov, Natalya Varley, Aleksey Glazyrin, Nikolay Kutuzov"
The Hunt for the Hidden Relic,Adventure,Sebastian Niemann,"Matthias Koeberlin, Naike Rivelli, Manou Lubowski, Hans Diehl"
Bloodsuckers,Horror|Thriller,Matthew Hastings,"Joe Lando, Dominic Zamprogna, Natassia Malthe, Leanne Adachi"
Who Is Cletis Tout?,Comedy,Chris Ver Wiel,"Christian Slater, Tim Allen, Portia de Rossi, Richard Dreyfuss"
Ca$h,Crime|Thriller,Stephen Milburn Anderson,"Sean Bean, Chris Hemsworth, Victoria Profeta, Mike Starr"
Lessons of a Dream,Drama,Sebastian Grobler,"Daniel Brühl, Burghart Klaußner, Thomas Thieme, Justus von Dohnányi"
My Little Pony: Equestria Girls - Rainbow Rocks,Animation|Children,"Jayson Thiessen, Ishi Rudell(co-director)","Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain"
My Little Pony: Equestria Girls - Friendship Games,Animation,"Ishi Rudell, Jayson Thiessen","Tara Strong, Rebecca Shoichet, Ashleigh Ball, Andrea Libman"
We Are Legion: The Story of the Hacktivists,Documentary,Brian Knappenberger,"Anon2World, Anonyops, Julian Assange, Aaron Barr"
We Are from the Future,Action|Drama|Fantasy,Andrey Malyukov,"Danila Kozlovsky, Andrey Terentyev, Vladimir Yaglych, Dmitriy Volkostrelov"
Star,Comedy|Drama|Romance,Guy Ritchie,"Clive Owen, Michael Beattie, Toru Tanaka Jr., DTeflon"
Nebesnyy sud,(no genres listed),Alyona Zvantsova,"Sergey Byzgu, Ingeborga Dapkunaite, Marina Duksova, Konstantin Khabenskiy"
Ghost,Children|Comedy,Jerry Zucker,"Patrick Swayze, Demi Moore, Tony Goldwyn, Stanley Lawrence"
Let the Fire Burn,Documentary,Jason Osder,"Birdie Africa, Ramona Africa, Wilson Goode, William Brown III"
"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film",Documentary,Tom Thurman,"Ed Bradley, Bob Braudis, Douglas Brinkley, William F. Buckley"
Jeanne and the Perfect Guy,Comedy|Drama|Romance,"Olivier Ducastel(co-director), Jacques Martineau(co-director)","Virginie Ledoyen, Mathieu Demy, Jacques Bonnaffé, Valérie Bonneton"
Photographer,Documentary,Ranjan Pramod,"Mohanlal, Neethu, Biju Menon, Saranya Bhagyaraj"
Mascara,Drama,Patrick Conrad,"Charlotte Rampling, Michael Sarrazin, Derek de Lint, Jappe Claes"
Someone Marry Barry,Comedy,Rob Pearlstein,"Tyler Labine, Damon Wayans Jr., Hayes MacArthur, Thomas Middleditch"
Doppelganger,Horror|Thriller,Avi Nesher,"Drew Barrymore, George Newbern, Dennis Christopher, Leslie Hope"
Protocols of Zion,Documentary,Marc Levin,"Kofi Annan, Joanne Baron, Shmuley Boteach, Michael L. Brown"
Duck Season,Comedy,Fernando Eimbcke,"Diego Cataño, Daniel Miranda, Enrique Arreola, Danny Perea"
Jacky in the Kingdom of Women,Comedy,Riad Sattouf,"Vincent Lacoste, Charlotte Gainsbourg, Didier Bourdon, Anémone"
Amy Schumer: Mostly Sex Stuff,Comedy,Ryan Polito,Amy Schumer
Slap Shot 2: Breaking the Ice,Comedy,Steve Boyum,"Stephen Baldwin, Jessica Steen, Gary Busey, David Hemmings"
The Little Hours,Comedy,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza"
Hounddog,Drama,Deborah Kampmeier,"Dakota Fanning, Granoldo Frazier, Isabelle Fuhrman, Cody Hanford"
Open Windows,Crime|Thriller,Nacho Vigalondo,"Elijah Wood, Sasha Grey, Neil Maskell, Adam Quintero"
Helter Skelter,Action|Crime|Drama|Horror,Tom Gries,"George DiCenzo, Steve Railsback, Nancy Wolfe, Marilyn Burns"
Daniel Tosh: People Pleaser,Comedy,Marcus Raboy,"Matthew Fulchiron, Daniel Tosh"
Empire State,Action|Drama,Dito Montiel,"Liam Hemsworth, Michael Angarano, Dwayne Johnson, Paul Ben-Victor"
Northmen - A Viking Saga,Action|Adventure,Claudio Fäh,"Tom Hopper, Ed Skrein, James Norton, Charlie Murphy"
Ingenious,Comedy|Drama|Romance,Jeff Balsmeyer,"Dallas Roberts, Jeremy Renner, Ayelet Zurer, Marguerite Moreau"
Turkey Shoot,Action,Brian Trenchard-Smith,"Steve Railsback, Olivia Hussey, Michael Craig, Carmen Duncan"
The Runner,Drama,Austin Stark,"Nicolas Cage, Sarah Paulson, Peter Fonda, Connie Nielsen"
Man's Best Friend,Horror|Sci-Fi|Thriller,John Lafia,"Ally Sheedy, Lance Henriksen, Robert Costanzo, Fredric Lehne"
The Invisible Boy,Fantasy|Sci-Fi,Gabriele Salvatores,"Ludovico Girardello, Valeria Golino, Fabrizio Bentivoglio, Christo Jivkov"
Freelancers,Action|Crime|Drama|Mystery,Jessy Terrero,"50 Cent, Forest Whitaker, Robert De Niro, Malcolm Goodwin"
Indictment: The McMartin Trial,Drama|Thriller,Mick Jackson,"James Woods, Mercedes Ruehl, Lolita Davidovich, Sada Thompson"
No Mercy,Thriller,Richard Pearce,"Richard Gere, Kim Basinger, Jeroen Krabbé, George Dzundza"
Another You,Comedy,Maurice Phillips,"Richard Pryor, Gene Wilder, Mercedes Ruehl, Stephen Lang"
Legend of the Fist: The Return of Chen Zhen,Action|Drama,Andrew Lau Wai-Keung,"Donnie Yen, Qi Shu, Anthony Chau-Sang Wong, Bo Huang"
Special ID,Action|Crime|Drama,Clarence Yiu-leung Fok,"Donnie Yen, Tian Jing, Andy On, Ronald Cheng"
Me and Orson Welles,Drama,Richard Linklater,"Christian McKay, Zac Efron, Zoe Kazan, Megan Maczko"
Bart Got a Room,Comedy|Romance,Brian Hecker,"Steven Kaplan, William H. Macy, Cheryl Hines, Alia Shawkat"
Chi-Raq,Comedy|Drama,Spike Lee,"Nick Cannon, Teyonah Parris, Wesley Snipes, Angela Bassett"
Such a Long Journey,Drama|War,Sturla Gunnarsson,"Roshan Seth, Soni Razdan, Om Puri, Naseeruddin Shah"
Fat Kid Rules the World,Comedy,Matthew Lillard,"Jacob Wysocki, Matt O'Leary, Billy Campbell, Dylan Arnold"
Antiviral,Horror|Sci-Fi|Thriller,Brandon Cronenberg,"Caleb Landry Jones, Sarah Gadon, Lisa Berry, Douglas Smith"
Detention,Comedy|Horror,Joseph Kahn,"Alison Woods, Logan Stalarow, Julie Dolan, Shanley Caswell"
Bill Burr: Walk Your Way Out,Comedy,Jay Karas,Bill Burr
Coin Heist,Crime|Drama,Emily Hagins,"Alex Saxon, Alexis G. Zall, Sasha Pieterse, Jay Walker"
I Know What I Saw,Documentary,James Fox,"Seth Adams, Steve Allen, Kenneth Arnold, Bob Ball"
Holiday Engagement,Comedy,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray"
Window Wonderland,Comedy|Romance,Michael Scott,"Chyler Leigh, Paul Campbell, Naomi Judd, Terence Kelly"
Road Trip: Beer Pong,Comedy,Steve Rash,"DJ Qualls, Mary Cobb, Rhoda Griffis, Preston Jones"
Quiet City,Drama,Aaron Katz,"Erin Fisher, Cris Lankenau, Sarah Hellman, Joe Swanberg"
P.S.,Comedy|Drama|Fantasy|Romance,Dylan Kidd,"Laura Linney, Gabriel Byrne, Lois Smith, Paul Rudd"
Hana and Alice,Comedy|Drama,Shunji Iwai,"Anne Suzuki, Yû Aoi, Tomohiro Kaku, Shôko Aida"
Jerichow,Drama,Christian Petzold,"Benno Fürmann, Nina Hoss, Hilmi Sözer, André Hennicke"
In Bloom,Drama,"Nana Ekvtimishvili, Simon Groß","Lika Babluani, Mariam Bokeria, Zurab Gogaladze, Data Zakareishvili"
Heartlands,Comedy|Drama,Damien O'Donnell,"Michael Sheen, Mark Addy, Jim Carter, Celia Imrie"
Rudo y Cursi,Comedy|Drama,Carlos Cuarón,"Gael García Bernal, Diego Luna, Guillermo Francella, Dolores Heredia"
Breakaway,Comedy|Drama,Robert Lieberman,"Vinay Virmani, Camilla Belle, Russell Peters, Rob Lowe"
Russia's Toughest Prisons,Documentary,Anna Rodzinski,Alexander Brandon
Wild Horses,Crime|Drama,Robert Duvall,"Robert Duvall, James Franco, Darien Willardson, Angie Cepeda"
Cleveland Abduction,(no genres listed),Alex Kalymnios,"Taryn Manning, Raymond Cruz, Katie Sarife, Samantha Droke"
Extraction,Thriller,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney"
Standoff,Thriller,Adam Alleca,"Thomas Jane, Laurence Fishburne, Joanna Douglas, Ella Ballentine"
Mr. Six,Action,Hu Guan,"Xiaogang Feng, Hanyu Zhang, Qing Xu, Kris Wu"
Captive,Crime|Drama|Thriller,Jerry Jameson,"Elle Graham, Kate Mara, Claudia Church, Gina Stewart"
Outlaw,Action|Crime|Drama|Thriller,Nick Love,"Sean Bean, Danny Dyer, Rupert Friend, Sean Harris"
Elephant White,Action|Crime|Thriller,Prachya Pinkaew,"Djimon Hounsou, Markus Waldow, Kevin Bacon, Jirantanin Pitakporntrakul"
Admiral,Action|Adventure,Roel Reiné,"Frank Lammers, Sanne Langelaar, Barry Atsma, Lieke van Lexmond"
Ronal the Barbarian,Adventure|Animation|Fantasy,"Kresten Vestbjerg Andersen, Thorbjørn Christoffersen, Philip Einstein Lipski","Anders Juul, Hadi Ka-Koush, Lærke Winther, Brian Lykke"
Rockstar,Drama|Romance,Imtiaz Ali,"Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor, Kumud Mishra"
Unprecedented: The 2000 Presidential Election,Documentary,"Richard Ray Perez, Joan Sekler","Peter Coyote, James Baker III, Ed Baker, Corrine Brown"
Little Birds,Drama,Elgin James,"Juno Temple, Kay Panabaker, Kate Bosworth, Neal McDonough"
Afternoon Delight,Comedy|Drama,Jill Soloway,"Kathryn Hahn, Link Ruiz, Cesar Garcia, Jane Lynch"
Paper Planes,Children,Robert Connolly,"Sam Worthington, Ed Oxenbould, Deborah Mailman, Ena Imai"
Off the Black,Drama,James Ponsoldt,"Trevor Morgan, Nick Nolte, Rosemarie DeWitt, Thomas Schall"
Outrage,Documentary,Kirby Dick,"Tammy Baldwin, Wayne Barrett, Elizabeth Birch, Chris Bull"
Dance Me Outside,Comedy|Drama,Bruce McDonald,"Ryan Rajendra Black, Adam Beach, Jennifer Podemski, Michael Greyeyes"
Harishchandrachi Factory,Comedy|Drama,Paresh Mokashi,"Nandu Madhav, Vibhawari Deshpande, Atharva Karve, Mohit Gokhale"
Kaho Naa... Pyaar Hai,Action|Adventure|Comedy|Drama|Mystery|Romance|Thriller,Rakesh Roshan,"Hrithik Roshan, Ameesha Patel, Anupam Kher, Dalip Tahil"
